ticker,name_entity,factsetid,type_entity,name_participant,title,type_participant,event,event_phase,timestamps_start,timestamps_end,transcription_value,speaker_confidence,transcription_confidence,quality_snr,quality_rt60,angry,happy,neutral,sad,arousal,dominance,valence,f0_minimum,f0_maximum,f0_average,f0_variation,loudness_minimum,loudness_maximum,loudness_average,loudness_variation,speaking_rate,speaking_rate_variation,intonation_score
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,124.375,124.695,S.,0.0,0.99658203,15.780762672424316,0.144344985485076,0.015574926931824,0.021173675254281,0.918604605986872,0.04464679182702,-0.2693412899971,-0.08250343799591,-0.044325470924377,127.82431030273438,140.13327026367188,135.30291748046875,3.982416152954101,0.193095162510871,2.097333192825317,0.8986439108848571,0.640696346759796,,,
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,124.695,131.515,National Transportation Safety Board as they assist the South Korean authorities in the accident investigation.,0.765813938571788,0.98318121740767,17.575927734375,-0.002013444900512,0.00725580508144,0.03124634488027,0.9530786275295532,0.008419222508735,-0.306433856487274,0.053130626678466,-0.101867616176605,54.03364562988281,161.12466430664062,129.2900390625,13.703510284423828,0.077948130667209,2.037963151931762,0.5262187123298641,0.4209765791893,4.260090351104736,0.088904969394207,0.503735661506652
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,133.735,135.675,Now turning to the 4th quarter earnings.,0.98588713078339,0.944345155546854,22.21209144592285,0.189328610897064,0.001495315259087,0.017445894678198,0.95416088724992,0.026897902812793,-0.261323809623718,0.129990339279174,-0.149374127388,57.06937789916992,174.63397216796875,137.04139709472656,22.545005798339844,0.032053083181381,2.21976089477539,0.662189126014709,0.490180701017379,3.676470279693603,0.128530159592628,0.951173305511474
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,136.51001,141.33,"During the last call, I highlighted 4 areas critical to our recovery.",0.9821255636760092,0.9476346557421732,24.102611541748047,0.192284822463989,0.000723982909483,0.0485091150277,0.9435127590498992,0.007254143012917,-0.085730850696563,0.248422980308532,0.227364897727966,114.9403076171875,207.1715087890625,145.07858276367188,20.26616859436035,0.06433667242527,2.300557136535644,0.7932694554328911,0.5390221476554871,3.299492359161377,0.122432604432106,0.8270967006683351
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,142.11,147.09001,"And as the New Year begins, we're making steady progress in all four areas.",1.0,0.948073768470284,21.79743194580078,0.114931166172027,0.003019794509352,0.080056237587768,0.8973924993602951,0.019531468542584,-0.234885573387146,0.125694990158081,0.132835984230041,69.03427124023438,191.679931640625,142.54367065429688,22.402660369873047,0.052864629775285,1.761743545532226,0.632524013519287,0.445043385028839,3.608247518539428,0.112004704773426,0.853276669979095
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,148.11,151.33,"The first area, stabilizing the business.",1.0,0.9341255917504052,21.542133331298828,0.162423968315124,0.004031771818097,0.047311633866175,0.8344248291211831,0.114231765194544,-0.109511733055114,0.198935627937316,0.082833170890808,63.77357482910156,192.17889404296875,138.14193725585938,23.276512145996097,0.037157077342271,2.071802377700805,0.464475929737091,0.449173301458358,4.347826480865478,0.121889874339103,0.9443110227584832
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,152.035,164.055,"Following the resolution of the IEM strike, our commercial team has been executing a methodical plan to restart our factories within the framework of our safety management system.",0.9377105256490592,0.978784031521298,20.86189842224121,0.189482271671295,0.03061540998616,0.095023800991291,0.8516233011801181,0.022737487842429,-0.05933529138565,0.2649427652359,0.083225131034851,53.02001953125,194.95919799804688,143.35491943359375,19.886898040771484,0.059299889951944,2.251878499984741,0.6020094156265251,0.459353595972061,4.035874843597412,0.09493189305067,0.7944957613945001
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,164.99,174.20999,This included ensuring all manufacturing employees were current on their training and certifications prior to returning to work on the factory floor.,1.0,0.994560439744298,23.26259422302246,0.211024641990661,0.007254772198027,0.026821056643383,0.8191832236938931,0.146740947464696,-0.234539270401,0.156651973724365,-0.015731573104858,62.45345687866211,217.22756958007812,141.86434936523438,21.786733627319336,0.035624552518129,1.822073459625244,0.5966833829879761,0.42226693034172,4.252199172973633,0.106322303414344,0.8453038930892941
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,175.06999,182.935,"We took time to rebalance the production line so that when we started up, we did so with a healthy production system.",0.999999939703731,0.9743469705866472,21.99546813964844,0.204112887382507,0.010042909057736,0.078022910154521,0.8384992436879191,0.073434937099822,-0.280280113220214,0.147824525833129,-0.072236835956573,110.56891632080078,196.674560546875,140.42295837402344,21.56711769104004,0.032199468463659,2.376293182373047,0.5902191400527951,0.520180106163024,4.310345649719238,0.10754844546318,0.723165988922119
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,183.795,190.615,People are back to work and excited about the task ahead and you can see the energy when you're on the factory floor.,1.0,0.9617407975773732,23.352760314941406,0.169413745403289,0.00602062980168,0.6274845995518641,0.346440475998683,0.020054294647771,0.18238627910614,0.35556411743164,0.547876715660095,53.66856384277344,218.3610687255859,144.5566864013672,27.19010353088379,0.033041190356016,2.445091724395752,0.6739400625228881,0.512942552566528,3.321677923202514,0.108826801180839,0.7826489210128781
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,191.97,203.03,"For the 7 37 MAX, we have sufficient parts inventory to enable producing at 38 a month, including fuselages, which were a pacing item prior to the strike.",0.9337500075087172,0.9138083741717792,22.2762451171875,0.198767364025115,0.002419312092911,0.278469615865771,0.694598763056818,0.024512308984498,-0.021653532981872,0.257431268692016,0.064580917358398,67.05461120605469,218.92724609375,144.17529296875,25.853595733642575,0.027001338079571,2.263442039489746,0.6448456048965451,0.473999887704849,4.347826480865478,0.094493560492992,0.929313600063324
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,203.49,207.27,And all three of the production lines in Renton are now cycling.,1.0,0.948124792076504,21.244203567504883,0.074693918228149,0.001638719989461,0.073476159708639,0.912862583611594,0.012022536690305,-0.21280825138092,0.131884694099426,0.040289163589477,62.855857849121094,188.66554260253903,132.68984985351562,22.507429122924805,0.066012300550937,2.075471878051758,0.636798381805419,0.472975075244903,4.385964393615723,0.103316433727741,0.8594094514846801
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,208.505,221.16501,"In the past quarter, we completed our safety management meeting with the FAA in which they reviewed our safety management system and our production status including spending time on the factory floor.",1.0,0.9601555721774092,22.01134872436523,0.215620577335357,0.004996184787352,0.134392430474987,0.8344425344304851,0.026168850307174,-0.146109282970428,0.164576888084411,0.017948269844055,66.2176513671875,225.0609588623047,140.1042022705078,23.05617904663086,0.031699795275926,2.535836935043335,0.6215434074401851,0.488471537828445,4.243119716644287,0.074555739760398,0.85138726234436
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,222.46,231.44,They reported that they saw significant improvements and I'm pleased that we have an agreed upon path for rate increases beyond 38 per month.,1.0,0.947248744173217,22.90791893005371,0.224041402339935,0.020319299839158,0.324091589910642,0.617954729606478,0.03763438064372,-0.053100943565368,0.290630936622619,0.126984000205993,54.443336486816406,209.24542236328125,139.6073455810547,27.606271743774418,0.037343848496675,2.422470092773437,0.655342459678649,0.497946918010711,3.756476402282715,0.094733223319053,0.893396019935607
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,232.14,242.005,It's all about adhering to our safety management system and a stable factory as measured through agreed upon key performance indicators or KPIs.,0.999999977913708,0.978268545234786,21.015296936035156,0.14906907081604,0.012182688194037,0.080777283169645,0.8934290081237181,0.013611020512599,-0.121434688568115,0.175076961517333,0.099130034446716,77.10995483398438,191.19741821289065,138.38101196289062,19.972684860229492,0.050335600972175,2.330703020095825,0.6283823251724241,0.470998466014862,3.808353900909424,0.103761509060859,0.682972311973571
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,243.58499,252.59,"It's in early innings on the production ramp and we need to stay disciplined on maintaining a stable production system, but early signs are encouraging.",0.9118356060363152,0.9619874091892612,21.148536682128903,0.143182516098022,0.049855539508021,0.162019093321107,0.73455067001602,0.05357469715485,-0.010816991329193,0.331498384475708,0.104690432548522,102.543212890625,219.31312561035156,143.53627014160156,23.55462074279785,0.044912829995155,2.139970541000366,0.673039376735687,0.482362270355224,4.50819730758667,0.069347612559795,0.7784400582313531
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,253.53,261.07,The best news is that our customers are reporting that they are encouraged with what they're seeing as they monitor our production.,0.994934098760634,0.984930848841264,22.735937118530273,0.202974736690521,0.021812690611774,0.180432869719377,0.771433569889826,0.02632086977902,-0.058007776737213,0.269414782524108,0.182088613510131,106.27693939208984,182.7752227783203,133.9814453125,18.791017532348633,0.034861970692873,2.138057231903076,0.631308495998382,0.485173940658569,3.698225021362304,0.112859793007373,0.7533884048461911
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,263.205,269.465,Progress on the 787 also continues and we finished last year at a production rate of 5 per month.,0.9926511369473592,0.9606393844217692,22.27786636352539,0.15527731180191,0.00290649571496,0.384218823614249,0.5959912185177241,0.016883462153066,-0.046401798725128,0.278998374938964,0.275808095932006,52.308860778808594,191.4375457763672,142.55047607421875,22.811920166015625,0.07904002815485,2.106069326400757,0.711353003978729,0.509288072586059,4.565217018127441,0.073341988027095,0.8986874222755431
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,270.485,280.90002,"Like the 7 37, we are working to ensure the 787 production system, including the supply chain is stable prior to making the next rate increase.",0.921934175794566,0.935091487734184,22.771852493286133,0.218384265899658,0.002327559533119,0.094647151057541,0.864879099009429,0.038146190399909,-0.103724837303161,0.238496541976928,0.181544065475463,108.26470184326172,204.7282257080078,137.34228515625,21.266700744628903,0.032999888062477,2.070940732955932,0.5896148681640621,0.45734629034996,3.747072696685791,0.103314034640789,0.8370032906532281
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,282.64,287.7,An important accomplishment to stabilize the business was to shore up our balance sheet.,1.0,0.988902461797498,23.41676902770996,0.146749675273895,0.01710777356543,0.091627158751815,0.835140677458938,0.056124390223815,-0.117337465286254,0.281041860580444,0.251010298728942,62.24517822265625,219.06141662597656,142.02072143554688,24.078060150146484,0.034222733229398,2.082107782363891,0.6607369184494011,0.5309342741966241,3.917050838470459,0.107128284871578,0.7513712048530571
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,288.285,295.665,We are committed to recovering the business while maintaining an investment grade credit rating and delivering for our share owners.,0.9227301915597652,0.962835500092975,20.40456771850586,0.132961273193359,0.017956461781102,0.094273085092667,0.868123244556491,0.019647208569738,-0.172120690345764,0.203555345535278,-0.053443968296051,106.14046478271484,183.24693298339844,135.3574981689453,17.24117660522461,0.046708166599273,2.03653335571289,0.623146891593933,0.471254110336303,4.797980308532715,0.085196711122989,0.685798227787017
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,296.36502,302.945,I think the demand for our offering last year speaks volumes about the market's confidence in our recovery.,1.0,0.981947982625798,22.93282127380371,0.182042181491851,0.007287373270326,0.048666841527626,0.9237457189175372,0.020300066284509,-0.091692388057708,0.235734581947326,0.132127881050109,102.88959503173828,190.35333251953125,133.37281799316406,20.11603546142578,0.032499533146619,2.044849634170532,0.663759589195251,0.5517727136611931,4.644808769226074,0.088184297084808,0.6674346923828121
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,304.94998,311.93,We're working across the supply chain including the sub tiers to ensure readiness and stability with our production rates.,0.874924192710639,0.954694587567426,22.712066650390625,0.186775743961334,0.010663657687877,0.118497103495615,0.842877209573139,0.027962029243368,-0.067042410373687,0.298771619796752,0.322718977928161,102.036865234375,202.5059051513672,142.4265594482422,23.457353591918945,0.034900948405265,1.867455959320068,0.610807955265045,0.458525627851486,3.828828811645508,0.096299163997173,0.942113637924194
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,313.34998,320.535,"Notably, supplier part shortages across all of our commercial programs are within their established control limits.",0.955911716916192,0.970516242508144,23.435523986816406,0.138829588890075,0.008272044713028,0.181769770579697,0.7505118920668331,0.05944629264044,-0.121908783912658,0.181350111961364,0.116223216056823,109.88583374023438,189.5982666015625,140.12353515625,21.19005584716797,0.033327396959066,1.997647166252136,0.627066910266876,0.476885765790939,3.909464836120605,0.113054350018501,0.8297092318534851
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,321.315,334.6,We have instituted dedicated sessions with suppliers to provide insights as well as to promote two way communication to stay aligned as we operate together as one extended production system.,0.969838983603166,0.959221720700501,21.817934036254883,0.176110029220581,0.005439918401986,0.075058891462198,0.896831177563138,0.022670012572676,-0.145074129104614,0.158939123153686,0.20960533618927,53.21417999267578,200.132568359375,141.5351104736328,21.06417465209961,0.046446245163679,2.079221487045288,0.55064970254898,0.476678311824798,4.076738357543945,0.09015928953886,0.853589236736297
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,336.18002,341.08002,The second element of our recovery is to improve performance on our development programs.,0.9664505305843332,0.974557934161768,22.397857666015625,0.135209798812866,0.001270811710008,0.590858914023289,0.404852913994853,0.003017360271849,-0.241903781890869,0.128073215484619,0.235345244407653,101.9487075805664,244.4835968017578,135.64183044433594,24.081592559814453,0.044839169830083,2.203209638595581,0.6329691410064691,0.44534695148468,4.081632137298584,0.102632030844688,0.6033917069435121
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,342.845,352.86502,"While the charges for the quarter in BDS are disappointing, I have had the opportunity to complete deep dive EAC reviews on all the troubled programs.",1.0,0.975483777004728,21.58640480041504,0.170465767383575,0.119425071203001,0.037779031513178,0.442579806102525,0.400216091181293,-0.263416409492492,0.168272018432617,-0.472391068935394,60.91080093383789,207.41664123535156,140.096435546875,21.267608642578125,0.033062282949686,2.526959419250488,0.6504824161529541,0.503375351428985,4.089709758758545,0.08322013169527,0.7879120111465451
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,353.725,361.41998,"We are very focused on creating stability within the EACs, so we stop this quarterly drumbeat of cost growth.",1.0,0.9674639340598392,23.224023818969727,0.207196176052093,0.020829065421518,0.091854923767839,0.66367599427266,0.223640016537982,-0.219575464725494,0.163897037506103,-0.132137835025787,55.54386138916016,168.7674102783203,131.92306518554688,15.247030258178713,0.028803639113903,2.118509769439697,0.578582108020782,0.462728053331375,3.974895238876342,0.094590529799461,0.6512321829795831
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,362.03998,368.62,This means being more proactive and clear eyed on the risks and our estimates to complete the projects.,0.956390429864271,0.960188579694881,22.129310607910156,0.185772120952606,0.011067109378897,0.096547795107612,0.8847687722035831,0.007616323309906,-0.035567045211791,0.297298550605773,-0.002873063087463,110.00244140625,208.4331970214844,137.80227661132812,23.14756774902344,0.030843175947666,2.44620418548584,0.665084958076477,0.5615274310112001,3.636363267898559,0.116961531341075,0.7834287285804741
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,370.865,382.085,"While I know it doesn't show in this past quarter's performance, we're making progress in working with our customers to actively manage the contracts to achieve better outcomes for both parties.",1.0,0.9879711022694432,22.770307540893555,0.186115801334381,0.005672638403471,0.346099163678764,0.63878901799357,0.009439179924193,-0.04090929031372,0.259721875190734,0.167268395423889,53.729366302490234,216.1482696533203,140.4811553955078,23.911001205444336,0.034795980900526,2.331427335739135,0.638215661048889,0.495786786079406,3.729604244232177,0.074981182813644,0.8402847051620481
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,382.70502,385.345,You've seen that we've entered into an MOA with the U.,0.8099285870599721,0.98700131840135,24.579980850219727,0.177506327629089,0.000880236789227,0.095916516597594,0.8996251465439591,0.003578100069218,-0.159327208995819,0.06489872932434,0.053838849067687,123.67694091796876,188.31158447265625,149.28561401367188,16.328371047973633,0.03550412133336,2.178369760513305,0.89211505651474,0.497054874897003,3.086419820785522,0.116103395819664,0.6258193850517271
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,385.345,385.585,S.,0.0,0.99560547,15.83019733428955,0.137387156486511,0.019303905782434,0.024696467658826,0.6612292130046611,0.294770413554078,-0.331401705741882,-0.097834885120391,0.017756819725036,129.392822265625,135.6793212890625,132.45822143554688,1.933089017868042,0.24652461707592,1.509359002113342,0.7912183403968811,0.453541189432144,,,
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,385.585,395.81,"Air Force on the T-7A program and we're in active discussions on a second MOA on that program, all focused on improving the performance of the program.",0.0,0.963572028729344,18.591270446777344,0.056652665138244,0.004607367016489,0.129054203861795,0.862351579349341,0.003986849772373,-0.120110869407653,0.215877294540405,0.180768847465515,100.4022216796875,202.55755615234375,139.57110595703125,22.97454261779785,0.037949059158563,2.278437852859497,0.5791214704513551,0.466538935899734,3.742514610290527,0.075471848249435,0.8317850232124321
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,396.83002,406.945,We're also in active discussions with our customer on the VC-twenty five program to make the necessary changes to improve the program performance and delivery.,0.933780141653838,0.9519324651951152,22.891393661499023,0.20284229516983,0.005648768104764,0.127604020198798,0.864570727419611,0.002176484276825,-0.052800595760345,0.261468052864074,0.235765695571899,95.47908020019533,206.12591552734375,138.7185516357422,21.00841522216797,0.030918039381504,2.470022439956665,0.676237940788269,0.5325349569320671,4.201681613922119,0.091024816036224,0.7260112166404721
BA,The Boeing Co.,000CYC-E,PUBLIC_COMPANY,Robert Ortberg,CEO,CORPORATE_REPRESENTATIVE,Q4 2024,PREPARED_REMARKS,408.685,409.005,The U.,0.0,0.9526367250000032,23.298419952392575,2.907118320465088,0.033832122640212,0.095682550192436,0.829718550821349,0.040766776346002,-0.054550290107727,-0.026310265064239,-0.134171187877655,127.0472640991211,133.7887420654297,129.74517822265625,2.229048252105713,0.032327484339475,1.350035786628723,0.367223709821701,0.408134937286376,,,
